category,setting,billing_code_type,billing_code,description,charge_type,rate
facility,outpatient,CPT/HCP MCC,55175,PR SCROTOPLASTY SIMPLE,fee schedule,"8,636.1"
facility,outpatient,CPT/HCP MCC,55180,PR SCROTOPLASTY COMPLICATED,fee schedule,"12,818.2"
facility,outpatient,CPT/HCP MCC,55200,PR VASOTOMY CANNULIZATION W/WO VAS INC UNI/BI SPX,fee schedule,"8,636.1"
facility,outpatient,CPT/HCP MCC,55250,PR VASECTOMY UNI/BI SPX W/POSTOP SEMEN EXAMS,fee schedule,"5,045.7"
facility,outpatient,CPT/HCP MCC,55400,PR VASOVASOSTOMY VASOVASORRHAPHY,fee schedule,"8,636.1"
facility,outpatient,CPT/HCP MCC,55500,PR EXC HYDROCELE SPRMATIC CORD UNI SPX,fee schedule,"8,636.1"
facility,outpatient,CPT/HCP MCC,55520,PR EXC LESION SPERMATIC CORD SEPARATE PROCEDURE,fee schedule,"8,636.1"
facility,outpatient,CPT/HCP MCC,55530,PR EXC VARICOCELE/LIGATION SPERMATIC VEINS SPX,fee schedule,"8,636.1"
facility,outpatient,CPT/HCP MCC,55535,PR EXC VARICOCELE/LIGATION SPERMATIC VEINS ABDL,fee schedule,"18,741.9"
facility,outpatient,CPT/HCP MCC,55540,PR EXC VARICOCELE/LIGATION VEINS W/HERNIA RPR,fee schedule,"8,570.5"
facility,outpatient,CPT/HCP MCC,55550,PR LAPS LIGATION SPERMATIC VEINS VARICOCELE,fee schedule,"14,293.7"
facility,outpatient,CPT/HCP MCC,55559,PR UNLISTED LAPROSCOPY PROCEDURE SPERMATIC CORD,fee schedule,"14,293.7"
facility,outpatient,CPT/HCP MCC,55600,PR VESICULOTOMY,fee schedule,"5,045.7"
facility,outpatient,CPT/HCP MCC,55680,PR EXCISION MULLERIAN DUCT CYST,fee schedule,"8,636.1"
facility,outpatient,CPT/HCP MCC,55700,PR PROSTATE NEEDLE BIOPSY ANY APPROACH,fee schedule,"5,045.7"
facility,outpatient,CPT/HCP MCC,55705,PR BIOPSY PROSTATE INCISIONAL ANY APPROACH,fee schedule,"8,636.1"
facility,outpatient,CPT/HCP MCC,55706,PR BX PROSTATE STRTCTC SATURATION SAMPLING IMG GID,fee schedule,"8,636.1"
facility,outpatient,CPT/HCP MCC,55720,PR PROSTATOTOMY EXTERNAL DRG ABSCESS SIMPLE,fee schedule,"8,636.1"
facility,outpatient,CPT/HCP MCC,55725,PR PROSTATOTOMY EXTERNAL DRG ABSCESS COMPLICATED,fee schedule,"8,636.1"
facility,outpatient,CPT/HCP MCC,55860,PR EXPOS PROSTATE ANY APPROACH INSJ RADIOACT SUBST,fee schedule,"12,818.2"
facility,outpatient,CPT/HCP MCC,55866,PR LAPS SURG PRST8ECT RPBIC RAD W/NRV SPARING ROBOT,fee schedule,"25,500.2"
facility,outpatient,CPT/HCP MCC,55867,PR LAPS SURG PRST8ECT SMPL STOT ROBOTIC ASSISTANCE,fee schedule,"25,500.2"
facility,outpatient,CPT/HCP MCC,55870,PR ELECTROEJACULATION,fee schedule,"1,991.5"
facility,outpatient,CPT/HCP MCC,55873,PR CRYOSURGICAL ABLATION PROSTATE W/US & MONITORI,fee schedule,"22,821.3"
facility,outpatient,CPT/HCP MCC,55874,PR TRANSPERINEAL PLMT BIODEGRADABLE MATRL 1/MLT NJX,fee schedule,"12,818.2"
facility,outpatient,CPT/HCP MCC,55875,PR TRANSPERINEAL PLMT NDL/CATHS PROSTATE RADJ INSJ,fee schedule,"12,818.2"
facility,outpatient,CPT/HCP MCC,55876,PR PLMT INTERSTITIAL DEV RADIAT TX PROSTATE 1/MULT,fee schedule,"3,432.5"
facility,outpatient,CPT/HCP MCC,55880,PR TRANSRECTAL ABLTJ MAL PRST8 TISSUE HIFU W/US,fee schedule,"22,821.3"
facility,outpatient,CPT/HCP MCC,55899,PR UNLISTED PROCEDURE MALE GENITAL SYSTEM,fee schedule,612.2
facility,outpatient,CPT/HCP MCC,55920,PR PLACEMENT NEEDLE PELVIC ORGAN RADIOELEMENT APPL,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,55970,PR INTERSEX SURG MALE FEMALE,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,55980,PR INTERSEX SURG FEMALE MALE,fee schedule,"8,636.1"
facility,outpatient,CPT/HCP MCC,56405,PR I&D VULVA/PERINEAL ABSCESS,fee schedule,794.7
facility,outpatient,CPT/HCP MCC,56420,PR I&D OF BARTHOLINS GLAND ABSCESS,fee schedule,493.6
facility,outpatient,CPT/HCP MCC,56440,PR MARSUPIALIZATION BARTHOLINS GLAND CYST,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,56441,PR LYSIS LABIAL ADHESIONS,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,56442,PR HYMENOTOMY SIMPLE INCISION,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,56501,PR DESTRUCTION LESIONS VULVA SIMPLE,fee schedule,"4,517.6"
facility,outpatient,CPT/HCP MCC,56515,PR DESTRUCTION LESIONS VULVA EXTENSIVE,fee schedule,"4,517.6"
facility,outpatient,CPT/HCP MCC,56605,PR BIOPSY VULVA/PERINEUM 1 LESION SPX,fee schedule,"1,991.5"
facility,outpatient,CPT/HCP MCC,56620,PR VULVECTOMY SIMPLE PARTIAL,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,56625,PR VULVECTOMY SIMPLE COMPLETE,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,56700,PR PRTL HYMENECTOMY/REVJ HYMENAL RING,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,56740,PR EXC BARTHOLINS GLAND/CYST,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,56800,PR PLASTIC REPAIR INTROITUS,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,56805,PR CLITOROPLASTY INTERSEX STATE,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,56810,PR PERINEOPLASTY RPR PERINEUM NONOBSTETRICAL SPX,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,56820,PR COLPOSCOPY VULVA,fee schedule,493.6
facility,outpatient,CPT/HCP MCC,56821,PR COLPOSCOPY VULVA W/BIOPSY,fee schedule,794.7
facility,outpatient,CPT/HCP MCC,57000,PR COLPOTOMY W/EXPLORATION,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,57010,PR COLPOTOMY W/DRAINAGE PELVIC ABSCESS,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,57020,PR COLPOCENTESIS SEPARATE PROCEDURE,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,57022,PR I&D VAGINAL HEMATOMA OBSTETRICAL/POSTPARTUM,fee schedule,"7,039.1"
facility,outpatient,CPT/HCP MCC,57023,PR I&D VAGINAL HEMATOMA NON-OBSTETRICAL,fee schedule,"7,039.1"
facility,outpatient,CPT/HCP MCC,57061,PR DESTRUCTION VAGINAL LESIONS SIMPLE,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,57065,PR DESTRUCTION VAGINAL LESIONS EXTENSIVE,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,57100,PR BIOPSY VAGINAL MUCOSA SIMPLE,fee schedule,"1,991.5"
facility,outpatient,CPT/HCP MCC,57105,PR BIOPSY VAGINAL MUCOSA EXTENSIVE,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,57106,PR VAGINECTOMY PARTIAL REMOVAL VAGINAL WALL,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,57107,PR VAGINECTOMY PRTL RMVL VAG WALL & PARAVAGINAL T,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,57109,PR VAGNC PRTL RMVL VAG WALL W/BI TOT PEL LMPHADEC,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,57120,PR COLPOCLEISIS LE FORT TYPE,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,57130,PR EXCISION VAGINAL SEPTUM,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,57135,PR EXCISION VAGINAL CYST/TUMOR,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,57150,PR IRRIGATION VAGINA&/APPL MEDICAMENT TX DISEASE,fee schedule,151.5
facility,outpatient,CPT/HCP MCC,57155,PR INSERTION UTERINE TANDEM&/VAGINAL OVOIDS,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,57156,PR INSERTION VAGINAL RADIATION DEVICE,fee schedule,794.7
facility,outpatient,CPT/HCP MCC,57160,PR FIT&INSJ PESSARY/OTH INTRAVAGINAL SUPPORT DEVI,fee schedule,493.6
facility,outpatient,CPT/HCP MCC,57170,PR DIAPHRAGM/CERVICAL CAP FITTING W/INSTRUCTIONS,fee schedule,493.6
facility,outpatient,CPT/HCP MCC,57180,PR INTRO ANY HEMOSTATIC AGENT/PACK VAG HEMRRG SPX,fee schedule,493.6
facility,outpatient,CPT/HCP MCC,57200,PR COLPORRHAPHY SUTURE INJURY VAGINA,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,57210,PR COLPOPERINEORRHAPHY SUTURE INJ VAGINA&/PERINEU,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,57220,PR PLASTIC URETHRAL SPHINCTER VAGINAL APPROACH,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,57230,PR PLASTIC REPAIR URETHROCELE,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,57240,PR ANTERIOR COLPORRAPHY RPR CYSTOCELE W/CYSTO,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,57250,PR POST COLPORRHAPHY RECTOCELE W/WO PERINEORRHAPHY,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,57260,PR CMBND ANTERPOST COLPORRAPHY W/CYSTO,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,57265,PR CMBND ANTERPOST COLPORRAPHY W/CYSTO W/NTRCL RPR,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,57268,PR REPAIR ENTEROCELE VAGINAL APPROACH SPX,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,57282,PR COLPOPEXY VAGINAL EXTRAPERITONEAL APPROACH,fee schedule,"18,719.5"
facility,outpatient,CPT/HCP MCC,57283,PR COLPOPEXY VAGINAL INTRAPERITONEAL APPROACH,fee schedule,"18,719.5"
facility,outpatient,CPT/HCP MCC,57284,PR PARAVAGINAL DEFECT REPAIR OPEN ABDOMINAL APPR,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,57285,PR PARAVAGINAL DEFECT REPAIR VAGINAL APPROACH,fee schedule,"18,719.5"
facility,outpatient,CPT/HCP MCC,57287,PR RMVL/REVJ SLING STRESS INCONTINENCE,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,57288,PR SLING OPERATION STRESS INCONTINENCE,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,57289,PR PEREYRA PX W/ANTERIOR COLPORRHAPHY,fee schedule,"18,719.5"
facility,outpatient,CPT/HCP MCC,57291,PR CONSTRUCTION ARTIFICIAL VAGINA W/O GRAFT,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,57292,PR CONSTRUCTION ARTIFICIAL VAGINA W/GRAFT,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,57295,PR REVJ/RMVL PROSTHETIC VAGINAL GRAFT VAGINAL APP,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,57300,PR CLSR RECTOVAGINAL FISTULA VAGINAL/TRANSANAL APPR,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,57310,PR CLOSURE URETHROVAGINAL FISTULA,fee schedule,"18,719.5"
facility,outpatient,CPT/HCP MCC,57320,PR CLOSURE VESICOVAGINAL FISTULA VAGINAL APPROACH,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,57330,PR CLSR VESICOVAG FSTL TRANSVESICAL&VAG APPR,fee schedule,"18,719.5"
facility,outpatient,CPT/HCP MCC,57335,PR VAGINOPLASTY INTERSEX STATE,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,57400,PR DILATION VAGINA W/ANESTHESIA OTHER THAN LOCAL,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,57410,PR PELVIC EXAMINATION W/ANESTHESIA OTHER THAN LOCAL,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,57415,PR REMOVAL IMPACTED VAG FB SPX W/ANES OTH/THN LOCAL,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,57420,PR COLPOSCOPY ENTIRE VAGINA W/CERVIX IF PRESENT,fee schedule,794.7
facility,outpatient,CPT/HCP MCC,57421,PR COLPOSCOPY ENTIRE VAGINA W/VAGINA/CERVIX BX,fee schedule,"1,991.5"
facility,outpatient,CPT/HCP MCC,57423,PR PARAVAGINAL DEFECT REPAIR LAPAROSCOPIC APPROACH,fee schedule,"25,500.2"
facility,outpatient,CPT/HCP MCC,57425,PR LAPAROSCOPY COLPOPEXY SUSPENSION VAGINAL APEX,fee schedule,"25,500.2"
facility,outpatient,CPT/HCP MCC,57426,PR REVISION PROSTHETIC VAGINAL GRAFT LAPAROSCOPIC,fee schedule,"18,719.5"
facility,outpatient,CPT/HCP MCC,57452,PR COLPOSCOPY CERVIX UPPER/ADJACENT VAGINA,fee schedule,493.6
facility,outpatient,CPT/HCP MCC,57454,PR COLPOSCOPY CERVIX BX CERVIX & ENDOCRV CURRETAGE,fee schedule,794.7
facility,outpatient,CPT/HCP MCC,57455,PR COLPOSCOPY CERVIX UPPR/ADJCNT VAGINA W/CERVIX BX,fee schedule,794.7
facility,outpatient,CPT/HCP MCC,57456,PR COLPOSCOPY CERVIX ENDOCERVICAL CURETTAGE,fee schedule,794.7
facility,outpatient,CPT/HCP MCC,57460,PR COLPOSCOPY CERVIX VAG LOOP ELTRD BX CERVIX,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,57461,PR COLPOSCOPY CERVIX VAG ELTRD CONIZATION CERVIX,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,57500,PR BIOPSY CERVIX SINGLE/MULT/EXCISION OF LESION SPX,fee schedule,"1,991.5"
facility,outpatient,CPT/HCP MCC,57505,PR ENDOCERVICAL CURETTAGE NOT DONE AS PART OF D&C,fee schedule,"1,991.5"
facility,outpatient,CPT/HCP MCC,57510,PR CAUTERY CERVIX ELECTRO/THERMAL,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,57511,PR CAUTERY CERVIX CRYOCAUTERY INITIAL/REPEAT,fee schedule,794.7
facility,outpatient,CPT/HCP MCC,57513,PR CAUTERY CERVIX LASER ABLATION,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,57520,PR CONIZATION CERVIX W/WO D&C RPR KNIFE/LASER,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,57522,PR CONIZATION CERVIX W/WO D&C RPR ELTRD EXC,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,57530,PR TRACHELECTOMY CERVICECTOMY AMP CERVIX SPX,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,57550,PR EXCISION CERVICAL STUMP VAGINAL APPROACH,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,57555,PR EXC CRV STUMP VAG APPR W/ANT &/POST REPAIR,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,57556,PR EXC CRV STUMP VAG APPR W/RPR NTRCL,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,57558,PR DILATION & CURETTAGE CERVICAL STUMP,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,57700,PR CERCLAGE UTERINE CERVIX NONOBSTETRICAL,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,57720,PR TRACHELORRHAPHY PLSTC RPR UTERINE CERVIX VAG,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,57800,PR DILATION CERVICAL CANAL INSTRUMENTAL SPX,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,58100,PR ENDOMETRIAL BX W/WO ENDOCERVIX BX W/O DILAT SPX,fee schedule,493.6
facility,outpatient,CPT/HCP MCC,58120,PR DILATION & CURETTAGE DX&/THER NONOBSTETRIC,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,58145,PR MYOMECTOMY 1-4 MYOMAS 250 GM/< VAGINAL APPR,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,58260,PR VAGINAL HYSTERECTOMY UTERUS 250 GM/<,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,58262,PR VAG HYST 250 GM/< W/RMVL TUBE&/OVARY,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,58263,PR VAG HYST 250 GM/< W/RMVL TUBE OVARY W/RPR NTRCL,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,58270,PR VAGINAL HYSTERECTOMY 250 GM/< W/RPR ENTEROCELE,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,58290,PR VAGINAL HYSTERECTOMY UTERUS > 250 GM,fee schedule,"18,719.5"
facility,outpatient,CPT/HCP MCC,58291,PR VAG HYST > 250 GM RMVL TUBE&/OVARY,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,58292,PR VAG HYST > 250 GM RMVL TUBE&/OVARY W/RPR ENTRCLE,fee schedule,"18,719.5"
facility,outpatient,CPT/HCP MCC,58294,PR VAGINAL HYSTERECTOMY >250 GM RPR ENTEROCELE,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,58301,PR REMOVAL INTRAUTERINE DEVICE IUD,fee schedule,794.7
facility,outpatient,CPT/HCP MCC,58321,PR ARTIFICIAL INSEMINATION INTRA-CERVICAL,fee schedule,794.7
facility,outpatient,CPT/HCP MCC,58322,PR ARTIFICIAL INSEMINATION INTRA-UTERINE,fee schedule,493.6
facility,outpatient,CPT/HCP MCC,58323,PR SPERM WASHING ARTIFICIAL INSEMINATION,fee schedule,493.6
facility,outpatient,CPT/HCP MCC,58345,PR TRANSCERV FALLOPIAN TUBE CATH W/WO HYSTOSALPING,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,58346,PR INSERTION HEYMAN CAPSULES CLINICAL BRACHYTHERAPY,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,58350,PR CHROMOTUBATION OVIDUCT W/MATERIALS,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,58353,PR ENDOMETRIAL ABLTJ THERMAL W/O HYSTEROSCOPIC GUID,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,58356,PR ENDOMETRIAL CRYOABLATION W/US & ENDOMETRIAL CR,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,58541,PR LAPAROSCOPY SUPRACERVICAL HYSTERECTOMY 250 GM/<,fee schedule,"25,500.2"
facility,outpatient,CPT/HCP MCC,58542,PR LAPS SUPRACRV HYSTERECT 250 GM/< RMVL TUBE/OVAR,fee schedule,"25,500.2"
facility,outpatient,CPT/HCP MCC,58543,PR LAPS SUPRACERVICAL HYSTERECTOMY >250,fee schedule,"25,500.2"
facility,outpatient,CPT/HCP MCC,58544,PR LAPS SUPRACRV HYSTEREC >250 G RMVL TUBE/OVARY,fee schedule,"25,500.2"
facility,outpatient,CPT/HCP MCC,58545,PR LAPS MYOMECTOMY EXC 1-4 MYOMAS 250 GM/<,fee schedule,"14,293.7"
facility,outpatient,CPT/HCP MCC,58546,PR LAPS MYOMECTOMY EXC 5/> MYOMAS >250 GRAMS,fee schedule,"25,500.2"
facility,outpatient,CPT/HCP MCC,58550,PR LAPS VAGINAL HYSTERECTOMY UTERUS 250 GM/<,fee schedule,"14,293.7"
facility,outpatient,CPT/HCP MCC,58552,PR LAPS W/VAG HYSTERECT 250 GM/&RMVL TUBE&/OVARIES,fee schedule,"25,500.2"
facility,outpatient,CPT/HCP MCC,58553,PR LAPS W/VAGINAL HYSTERECTOMY > 250 GRAMS,fee schedule,"25,500.2"
facility,outpatient,CPT/HCP MCC,58554,PR LAPS VAGINAL HYSTERECT > 250 GM RMVL TUBE&/OVAR,fee schedule,"25,500.2"
facility,outpatient,CPT/HCP MCC,58555,PR HYSTEROSCOPY DIAGNOSTIC SEPARATE PROCEDURE,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,58558,PR HYSTEROSCOPY BX ENDOMETRIUM&/POLYPC W/WO D&C,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,58559,PR HYSTEROSCOPY LYSIS INTRAUTERINE ADHESIONS,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,58560,PR HYSTEROSCOPY DIV/RESCJ INTRAUTERINE SEPTUM,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,58561,PR HYSTEROSCOPY REMOVAL LEIOMYOMATA,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,58562,PR HYSTEROSCOPY REMOVAL IMPACTED FOREIGN BODY,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,58563,PR HYSTEROSCOPY ENDOMETRIAL ABLATION,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,58565,PR HYSTEROSCOPY BI TUBE OCCLUSION W/PERM IMPLNTS,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,58570,PR LAPAROSCOPY W TOTAL HYSTERECTOMY UTERUS 250 GM/<,fee schedule,"25,500.2"
facility,outpatient,CPT/HCP MCC,58571,PR LAPS TOTAL HYSTERECT 250 GM/< W/RMVL TUBE/OVARY,fee schedule,"25,500.2"
facility,outpatient,CPT/HCP MCC,58572,PR LAPAROSCOPY TOTAL HYSTERECTOMY UTERUS >250 GM,fee schedule,"25,500.2"
facility,outpatient,CPT/HCP MCC,58573,PR LAPAROSCOPY TOT HYSTERECTOMY >250 G W/TUBE/OVAR,fee schedule,"25,500.2"
facility,outpatient,CPT/HCP MCC,58578,PR UNLISTED LAPAROSCOPY PROCEDURE UTERUS,fee schedule,"14,293.7"
facility,outpatient,CPT/HCP MCC,58579,PR UNLISTED HYSTEROSCOPY PROCEDURE UTERUS,fee schedule,493.6
facility,outpatient,CPT/HCP MCC,58580,PR TRANSCERVICAL ABLATION UTERINE FIBROID RF,fee schedule,"18,719.5"
facility,outpatient,CPT/HCP MCC,58600,PR LIG/TRNSXJ FLP TUBE ABDL/VAG APPR UNI/BI,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,58615,PR OCCLUSION FLP TUBE DEV VAG/SUPRAPUBIC APPR,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,58660,PR LAPAROSCOPY W/LYSIS OF ADHESIONS,fee schedule,"14,293.7"
facility,outpatient,CPT/HCP MCC,58661,PR LAPAROSCOPY W/RMVL ADNEXAL STRUCTURES,fee schedule,"14,293.7"
facility,outpatient,CPT/HCP MCC,58662,PR LAPS FULG/EXC OVARY VISCERA/PERITONEAL SURFACE,fee schedule,"14,293.7"
facility,outpatient,CPT/HCP MCC,58670,PR LAPAROSCOPY FULGURATION OVIDUCTS,fee schedule,"14,293.7"
facility,outpatient,CPT/HCP MCC,58671,PR LAPAROSCOPY W/PLMT OCCLUSION DEVICE OVIDUCTS,fee schedule,"14,293.7"
facility,outpatient,CPT/HCP MCC,58672,PR LAPAROSCOPY FIMBRIOPLASTY,fee schedule,"14,293.7"
facility,outpatient,CPT/HCP MCC,58673,PR LAPAROSCOPY SALPINGOSTOMY,fee schedule,"25,500.2"
facility,outpatient,CPT/HCP MCC,58674,PR LAPS ABLTJ UTERINE FIBROIDS W/INTRAOP US GDN,fee schedule,"25,500.2"
facility,outpatient,CPT/HCP MCC,58679,PR UNLISTED LAPAROSCOPY PROCEDURE OVIDUCT OVARY,fee schedule,"14,293.7"
facility,outpatient,CPT/HCP MCC,58770,PR SALPINGOSTOMY,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,58800,PR DRAINAGE OVARIAN CYST UNI/BI SPX VAGINAL APPR,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,58805,PR DRAINAGE OVARIAN CYST UNI/BI SPX ABDOMINAL,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,58820,PR DRAINAGE OVARIAN ABSCESS VAGINAL APPR OPEN,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,58900,PR BIOPSY OVARY UNI/BI SEPARATE PROCEDURE,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,58920,PR WEDGE RESCJ/BISCTJ OVARY UNI/BI,fee schedule,"18,719.5"
facility,outpatient,CPT/HCP MCC,58925,PR OVARIAN CYSTECTOMY UNI/BI,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,58970,PR FOLLICLE PUNCTURE OOCYTE RETRIEVAL ANY METHOD,fee schedule,"1,991.5"
facility,outpatient,CPT/HCP MCC,58974,PR EMBRYO TRANSFER INTRAUTERINE,fee schedule,"1,991.5"
facility,outpatient,CPT/HCP MCC,58976,PR GAMETE ZYGOTE/EMBRYO FALLOPIAN TRANSFER ANY METH,fee schedule,794.7
facility,outpatient,CPT/HCP MCC,58999,PR UNLISTED PX FEMALE GENITAL SYSTEM NONOBSTETRICAL,fee schedule,493.6
facility,outpatient,CPT/HCP MCC,59000,PR AMNIOCENTESIS DIAGNOSIC,fee schedule,"1,991.5"
facility,outpatient,CPT/HCP MCC,59001,PR AMNIOCENTESIS THER AMNIOTIC FLUID RDCTJ US GUID,fee schedule,794.7
facility,outpatient,CPT/HCP MCC,59012,PR CORDOCENTESIS INTRAUTERINE,fee schedule,794.7
facility,outpatient,CPT/HCP MCC,59015,PR CHORIONIC VILLUS SAMPLING,fee schedule,"1,991.5"
facility,outpatient,CPT/HCP MCC,59020,PR FETAL CONTRACTION STRESS TEST,fee schedule,493.6
facility,outpatient,CPT/HCP MCC,59025,PR FETAL NONSTRESS TEST,fee schedule,493.6
facility,outpatient,CPT/HCP MCC,59030,PR FETAL SCALP BLOOD SAMPLING,fee schedule,794.7
facility,outpatient,CPT/HCP MCC,59070,PR TRANSABDOMINAL AMNIOINFUSION W/ULTRSND GUIDANCE,fee schedule,794.7
facility,outpatient,CPT/HCP MCC,59072,PR FETAL UMBILICAL CORD OCCLUSION W/ULTRSND GUIDNCE,fee schedule,794.7
facility,outpatient,CPT/HCP MCC,59074,PR FETAL FLUID DRAINAGE W/ULTRASOUND GUIDANCE,fee schedule,794.7
facility,outpatient,CPT/HCP MCC,59076,PR FETAL SHUNT PLACEMENT W/ULTRASOUND GUIDANCE,fee schedule,794.7
facility,outpatient,CPT/HCP MCC,59100,PR HYSTEROTOMY ABDOMINAL,fee schedule,"12,321.7"
facility,outpatient,CPT/HCP MCC,59150,PR LAPS TX ECTOPIC PREG W/O SALPING&/OOPHORECTOMY,fee schedule,"14,293.7"
facility,outpatient,CPT/HCP MCC,59151,PR LAPS TX ECTOPIC PREG W/SALPING&/OOPHORECTOMY,fee schedule,"14,293.7"
facility,outpatient,CPT/HCP MCC,59160,PR CURETTAGE POSTPARTUM,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,59200,PR INSERTION CERVICAL DILATOR SEPARATE PROCEDURE,fee schedule,794.7
facility,outpatient,CPT/HCP MCC,59300,PR EPISIOTOMY/VAG RPR OTH/THN ATTENDING,fee schedule,"7,744.8"
facility,outpatient,CPT/HCP MCC,59320,PR CERCLAGE CERVIX PREGNANCY VAGINAL,fee schedule,"7,744.8"
