STFIPS,CTYFIPS,ST_ABBREV,CTYNAME,CBSATITLE,CBSAPOP,CTYPOP,CODE2023,CODE2013,CODE2006,CODE1990
18,183,IN,Whitley County,"Fort Wayne, IN",454411,34627,3,3,3,3
19,1,IA,Adair County,,,7494,6,6,6,6
19,3,IA,Adams County,,,3611,6,6,6,6
19,5,IA,Allamakee County,,,13960,6,6,6,6
19,7,IA,Appanoose County,,,12094,6,6,6,6
19,9,IA,Audubon County,,,5598,6,6,6,6
19,11,IA,Benton County,"Cedar Rapids, IA",275592,25711,3,3,4,6
19,13,IA,Black Hawk County,"Waterloo-Cedar Falls, IA",167889,130274,4,4,4,4
19,15,IA,Boone County,"Ames, IA",126282,26609,4,5,5,5
19,17,IA,Bremer County,"Waterloo-Cedar Falls, IA",167889,25259,4,4,4,6
19,19,IA,Buchanan County,,,20714,6,6,6,6
19,21,IA,Buena Vista County,"Storm Lake, IA",20600,20600,5,5,5,6
19,23,IA,Butler County,,,14269,6,6,6,6
19,25,IA,Calhoun County,,,9725,6,6,6,6
19,27,IA,Carroll County,"Carroll, IA",20567,20567,5,6,6,6
19,29,IA,Cass County,,,13104,6,6,6,6
19,31,IA,Cedar County,,,18399,6,6,6,6
19,33,IA,Cerro Gordo County,"Mason City, IA",49728,42409,5,5,5,5
19,35,IA,Cherokee County,,,11491,6,6,6,6
19,37,IA,Chickasaw County,,,11716,6,6,6,6
19,39,IA,Clarke County,,,9692,6,6,6,6
19,41,IA,Clay County,"Spencer, IA",16475,16475,5,5,5,5
19,43,IA,Clayton County,,,17027,6,6,6,6
19,45,IA,Clinton County,"Clinton, IA",46344,46344,5,5,5,5
19,47,IA,Crawford County,,,16123,6,6,6,6
19,49,IA,Dallas County,"Des Moines-West Des Moines, IA",729053,108016,3,3,3,3
19,51,IA,Davis County,,,9130,6,5,6,6
19,53,IA,Decatur County,,,7683,6,6,6,6
19,55,IA,Delaware County,,,17568,6,6,6,6
19,57,IA,Des Moines County,"Burlington, IA-IL",44444,38293,5,5,5,5
19,59,IA,Dickinson County,"Spirit Lake, IA",18028,18028,5,5,5,6
19,61,IA,Dubuque County,"Dubuque, IA",98677,98677,4,4,4,4
19,63,IA,Emmet County,,,9176,6,6,6,6
19,65,IA,Fayette County,,,19294,6,6,6,6
19,67,IA,Floyd County,,,15337,6,6,6,6
19,69,IA,Franklin County,,,9916,6,6,6,6
19,71,IA,Fremont County,,,6464,6,6,6,6
19,73,IA,Greene County,,,8741,6,6,6,6
19,75,IA,Grundy County,"Waterloo-Cedar Falls, IA",167889,12356,4,4,4,6
19,77,IA,Guthrie County,"Des Moines-West Des Moines, IA",729053,10647,3,3,3,6
19,79,IA,Hamilton County,,,14820,6,6,6,6
19,81,IA,Hancock County,,,10685,6,6,6,6
19,83,IA,Hardin County,,,16567,6,6,6,6
19,85,IA,Harrison County,"Omaha, NE-IA",976671,14658,3,3,3,6
19,87,IA,Henry County,,,20196,6,6,6,6
19,89,IA,Howard County,,,9533,6,6,6,6
19,91,IA,Humboldt County,,,9572,6,6,6,6
19,93,IA,Ida County,,,6888,6,6,6,6
19,95,IA,Iowa County,,,16475,6,6,6,6
19,97,IA,Jackson County,,,19324,6,6,6,6
19,99,IA,Jasper County,"Des Moines-West Des Moines, IA",729053,37938,3,5,5,5
19,101,IA,Jefferson County,,,15698,6,5,6,6
19,103,IA,Johnson County,"Iowa City, IA",178991,156420,4,4,4,4
19,105,IA,Jones County,"Cedar Rapids, IA",275592,20848,3,3,4,6
19,107,IA,Keokuk County,,,9904,6,6,6,6
19,109,IA,Kossuth County,,,14475,6,6,6,6
19,111,IA,Lee County,"Fort Madison, IA",32840,32840,5,5,5,5
19,113,IA,Linn County,"Cedar Rapids, IA",275592,229033,3,3,4,4
19,115,IA,Louisa County,,,10677,6,6,5,6
19,117,IA,Lucas County,,,8689,6,6,6,6
19,119,IA,Lyon County,,,12179,6,6,6,6
19,121,IA,Madison County,"Des Moines-West Des Moines, IA",729053,17036,3,3,3,6
19,123,IA,Mahaska County,"Oskaloosa, IA",21946,21946,5,5,5,5
19,125,IA,Marion County,"Pella, IA",33642,33642,5,6,5,6
19,127,IA,Marshall County,"Marshalltown, IA",39879,39879,5,5,5,5
19,129,IA,Mills County,"Omaha, NE-IA",976671,14553,3,3,3,6
19,131,IA,Mitchell County,,,10532,6,6,6,6
19,133,IA,Monona County,,,8486,6,6,6,6
19,135,IA,Monroe County,,,7550,6,6,6,6
19,137,IA,Montgomery County,,,10205,6,6,6,6
19,139,IA,Muscatine County,"Muscatine, IA",42377,42377,5,5,5,5
19,141,IA,O'Brien County,,,14060,6,6,6,6
19,143,IA,Osceola County,,,6036,6,6,6,6
19,145,IA,Page County,,,15143,6,6,6,6
19,147,IA,Palo Alto County,,,8764,6,6,6,6
19,149,IA,Plymouth County,"Le Mars, IA",25681,25681,5,4,6,6
19,151,IA,Pocahontas County,,,7053,6,6,6,6
19,153,IA,Polk County,"Des Moines-West Des Moines, IA",729053,501089,3,3,3,3
19,155,IA,Pottawattamie County,"Omaha, NE-IA",976671,93173,3,3,3,3
19,157,IA,Poweshiek County,,,18467,6,6,6,6
19,159,IA,Ringgold County,,,4670,6,6,6,6
19,161,IA,Sac County,,,9673,6,6,6,6
19,163,IA,Scott County,"Davenport-Moline-Rock Island, IA-IL",379374,173924,3,3,3,3
19,165,IA,Shelby County,,,11645,6,6,6,6
19,167,IA,Sioux County,,,36050,6,6,6,6
19,169,IA,Story County,"Ames, IA",126282,99673,4,4,4,5
19,171,IA,Tama County,,,16903,6,6,6,6
19,173,IA,Taylor County,,,5858,6,6,6,6
19,175,IA,Union County,,,11887,6,6,6,6
19,177,IA,Van Buren County,,,7256,6,6,6,6
19,179,IA,Wapello County,"Ottumwa, IA",35043,35043,5,5,5,5
19,181,IA,Warren County,"Des Moines-West Des Moines, IA",729053,54327,3,3,3,3
19,183,IA,Washington County,"Iowa City, IA",178991,22571,4,4,4,6
19,185,IA,Wayne County,,,6467,6,6,6,6
19,187,IA,Webster County,"Fort Dodge, IA",36626,36626,5,5,5,5
19,189,IA,Winnebago County,,,10617,6,6,6,6
19,191,IA,Winneshiek County,,,19974,6,6,6,6
19,193,IA,Woodbury County,"Sioux City, IA-NE-SD",143776,105671,4,4,4,4
19,195,IA,Worth County,"Mason City, IA",49728,7319,5,5,5,6
19,197,IA,Wright County,,,12681,6,6,6,6
20,1,KS,Allen County,,,12579,6,6,6,6
20,3,KS,Anderson County,,,7776,6,6,6,6
20,5,KS,Atchison County,"Atchison, KS",16108,16108,5,5,5,5
20,7,KS,Barber County,,,4122,6,6,6,6
20,9,KS,Barton County,"Great Bend, KS",25080,25080,5,5,5,5
20,11,KS,Bourbon County,,,14493,6,6,6,6
20,13,KS,Brown County,,,9364,6,6,6,6
20,15,KS,Butler County,"Wichita, KS",650039,68240,3,3,3,3
20,17,KS,Chase County,"Emporia, KS",34446,2548,5,6,5,6
20,19,KS,Chautauqua County,,,3415,6,6,6,6
20,21,KS,Cherokee County,"Joplin, MO-KS",203174,19088,4,6,6,6
20,23,KS,Cheyenne County,,,2583,6,6,6,6
20,25,KS,Clark County,,,1933,6,6,6,6
20,27,KS,Clay County,,,8043,6,6,6,6
20,29,KS,Cloud County,,,8946,6,6,6,6
20,31,KS,Coffey County,,,8280,6,6,6,6
20,33,KS,Comanche County,,,1681,6,6,6,6
20,35,KS,Cowley County,"Arkansas City-Winfield, KS",34453,34453,5,5,5,5
20,37,KS,Crawford County,"Pittsburg, KS",39078,39078,5,5,5,5
20,39,KS,Decatur County,,,2689,6,6,6,6
20,41,KS,Dickinson County,,,18430,6,6,6,6
20,43,KS,Doniphan County,"St. Joseph, MO-KS",119690,7440,4,4,4,6
20,45,KS,Douglas County,"Lawrence, KS",119964,119964,4,4,4,4
20,47,KS,Edwards County,,,2739,6,6,6,6
20,49,KS,Elk County,,,2441,6,6,6,6
20,51,KS,Ellis County,"Hays, KS",28941,28941,5,5,5,5
20,53,KS,Ellsworth County,,,6355,6,6,6,6
20,55,KS,Finney County,"Garden City, KS",37650,37650,5,5,5,5
20,57,KS,Ford County,"Dodge City, KS",33848,33848,5,5,5,5
20,59,KS,Franklin County,"Ottawa, KS",25992,25992,5,5,2,5
20,61,KS,Geary County,"Manhattan, KS",133072,35691,4,5,5,5
20,63,KS,Gove County,,,2717,6,6,6,6
20,65,KS,Graham County,,,2411,6,6,6,6
20,67,KS,Grant County,,,7197,6,6,6,6
20,69,KS,Gray County,,,5729,6,6,6,6
20,71,KS,Greeley County,,,1223,6,6,6,6
20,73,KS,Greenwood County,,,5939,6,6,6,6
20,75,KS,Hamilton County,,,2430,6,6,6,6
20,77,KS,Harper County,,,5323,6,6,6,6
20,79,KS,Harvey County,"Wichita, KS",650039,33801,3,3,3,3
20,81,KS,Haskell County,,,3576,6,6,6,6
20,83,KS,Hodgeman County,,,1755,6,6,6,6
20,85,KS,Jackson County,"Topeka, KS",231783,13286,4,4,4,6
20,87,KS,Jefferson County,"Topeka, KS",231783,18344,4,4,4,6
20,89,KS,Jewell County,,,2898,6,6,6,6
20,91,KS,Johnson County,"Kansas City, MO-KS",2209494,619195,2,2,2,2
20,93,KS,Kearny County,,,3855,6,5,6,6
20,95,KS,Kingman County,,,7193,6,3,6,6
20,97,KS,Kiowa County,,,2404,6,6,6,6
20,99,KS,Labette County,,,19757,6,5,5,5
20,101,KS,Lane County,,,1556,6,6,6,6
20,103,KS,Leavenworth County,"Kansas City, MO-KS",2209494,82892,2,2,2,2
20,105,KS,Lincoln County,,,2899,6,6,6,6
20,107,KS,Linn County,"Kansas City, MO-KS",2209494,9796,2,2,2,6
20,109,KS,Logan County,,,2705,6,6,6,6
20,111,KS,Lyon County,"Emporia, KS",34446,31898,5,5,5,5
20,113,KS,McPherson County,"McPherson, KS",30012,30012,5,5,5,5
20,115,KS,Marion County,,,11868,6,6,6,6
20,117,KS,Marshall County,,,9982,6,6,6,6
20,119,KS,Meade County,,,3897,6,6,6,6
20,121,KS,Miami County,"Kansas City, MO-KS",2209494,34867,2,2,2,2
20,123,KS,Mitchell County,,,5738,6,6,6,6
20,125,KS,Montgomery County,,,30996,6,5,5,5
20,127,KS,Morris County,,,5349,6,6,6,6
20,129,KS,Morton County,,,2599,6,6,6,6
20,131,KS,Nemaha County,,,10115,6,6,6,6
20,133,KS,Neosho County,,,15606,6,6,6,6
20,135,KS,Ness County,,,2645,6,6,6,6
20,137,KS,Norton County,,,5301,6,6,6,6
20,139,KS,Osage County,"Topeka, KS",231783,15654,4,4,4,6
20,141,KS,Osborne County,,,3490,6,6,6,6
20,143,KS,Ottawa County,"Salina, KS",59391,5795,5,5,5,6
20,145,KS,Pawnee County,,,6179,6,6,6,6
20,147,KS,Phillips County,,,4809,6,6,6,6
20,149,KS,Pottawatomie County,"Manhattan, KS",133072,26273,4,4,5,5
20,151,KS,Pratt County,,,9067,6,6,6,6
20,153,KS,Rawlins County,,,2528,6,6,6,6
20,155,KS,Reno County,"Hutchinson, KS",61516,61516,5,5,5,5
20,157,KS,Republic County,,,4642,6,6,6,6
20,159,KS,Rice County,,,9407,6,6,6,6
20,161,KS,Riley County,"Manhattan, KS",133072,71108,4,4,5,5
20,163,KS,Rooks County,,,4813,6,6,6,6
20,165,KS,Rush County,,,2927,6,6,6,6
20,167,KS,Russell County,,,6639,6,6,6,6
20,169,KS,Saline County,"Salina, KS",59391,53596,5,5,5,5
20,171,KS,Scott County,,,5014,6,6,6,6
20,173,KS,Sedgwick County,"Wichita, KS",650039,525525,3,3,3,3
20,175,KS,Seward County,"Liberal, KS",21358,21358,5,5,5,5
20,177,KS,Shawnee County,"Topeka, KS",231783,177480,4,4,4,4
20,179,KS,Sheridan County,,,2425,6,6,6,6
20,181,KS,Sherman County,,,5830,6,6,6,6
20,183,KS,Smith County,,,3533,6,6,6,6
20,185,KS,Stafford County,,,3993,6,6,6,6
20,187,KS,Stanton County,,,1963,6,6,6,6
20,189,KS,Stevens County,,,5175,6,6,6,6
20,191,KS,Sumner County,"Wichita, KS",650039,22473,3,3,3,6
20,193,KS,Thomas County,,,7893,6,6,6,6
20,195,KS,Trego County,,,2752,6,6,6,6
20,197,KS,Wabaunsee County,"Topeka, KS",231783,7019,4,4,4,6
20,199,KS,Wallace County,,,1488,6,6,6,6
20,201,KS,Washington County,,,5501,6,6,6,6
20,203,KS,Wichita County,,,2064,6,6,6,6
20,205,KS,Wilson County,,,8622,6,6,6,6
20,207,KS,Woodson County,,,3109,6,6,6,6
20,209,KS,Wyandotte County,"Kansas City, MO-KS",2209494,165746,2,2,2,1
21,1,KY,Adair County,,,19067,6,6,6,6
21,3,KY,Allen County,"Bowling Green, KY",185682,21275,4,4,6,6
21,5,KY,Anderson County,"Frankfort, KY",75831,24224,5,5,5,6
21,7,KY,Ballard County,"Paducah, KY-IL",102719,7650,4,5,5,6
21,9,KY,Barren County,"Glasgow, KY",55224,44854,5,5,5,5
21,11,KY,Bath County,"Mount Sterling, KY",47446,12829,5,5,5,6
21,13,KY,Bell County,"Middlesborough, KY",23568,23568,5,5,5,5
21,15,KY,Boone County,"Cincinnati, OH-KY-IN",2258099,139093,2,2,2,2
21,17,KY,Bourbon County,"Lexington-Fayette, KY",517916,20093,3,3,3,3
21,19,KY,Boyd County,"Huntington-Ashland, WV-KY-OH",370413,48110,3,3,3,3
21,21,KY,Boyle County,"Danville, KY",55264,30904,5,5,5,5
21,23,KY,Bracken County,"Cincinnati, OH-KY-IN",2258099,8452,2,2,2,6
21,25,KY,Breathitt County,,,13351,6,6,6,6
21,27,KY,Breckinridge County,,,20943,6,6,6,6
21,29,KY,Bullitt County,"Louisville/Jefferson County, KY-IN",1361946,83836,2,2,2,3
21,31,KY,Butler County,"Bowling Green, KY",185682,12295,4,4,6,6
21,33,KY,Caldwell County,,,12570,6,6,6,6
21,35,KY,Calloway County,"Murray, KY",37685,37685,5,5,5,5
21,37,KY,Campbell County,"Cincinnati, OH-KY-IN",2258099,93300,2,2,2,2
21,39,KY,Carlisle County,"Paducah, KY-IL",102719,4720,4,6,6,6
21,41,KY,Carroll County,,,10938,6,6,6,6
21,43,KY,Carter County,"Huntington-Ashland, WV-KY-OH",370413,26395,3,6,6,3
21,45,KY,Casey County,,,15920,6,6,6,6
21,47,KY,Christian County,"Clarksville, TN-KY",336605,73037,3,3,4,4
21,49,KY,Clark County,"Lexington-Fayette, KY",517916,37061,3,3,3,3
21,51,KY,Clay County,"Corbin, KY",149462,19913,5,6,6,6
21,53,KY,Clinton County,,,9123,6,6,6,6
21,55,KY,Crittenden County,,,8981,6,6,6,6
21,57,KY,Cumberland County,,,5946,6,6,6,6
21,59,KY,Daviess County,"Owensboro, KY",112327,103222,4,4,4,4
21,61,KY,Edmonson County,"Bowling Green, KY",185682,12269,4,4,4,6
21,63,KY,Elliott County,,,7293,6,6,6,6
21,65,KY,Estill County,"Richmond-Berea, KY",125473,14044,5,6,6,6
21,67,KY,Fayette County,"Lexington-Fayette, KY",517916,320347,3,3,3,3
21,69,KY,Fleming County,,,15288,6,6,6,6
21,71,KY,Floyd County,"Pikeville, KY",91264,34978,5,6,6,6
21,73,KY,Franklin County,"Frankfort, KY",75831,51607,5,5,5,5
21,75,KY,Fulton County,,,6382,6,5,5,6
21,77,KY,Gallatin County,"Cincinnati, OH-KY-IN",2258099,8763,2,2,2,2
21,79,KY,Garrard County,,,17589,6,6,6,6
21,81,KY,Grant County,"Cincinnati, OH-KY-IN",2258099,25502,2,2,2,2
21,83,KY,Graves County,"Mayfield, KY",36412,36412,5,5,5,6
21,85,KY,Grayson County,,,26631,6,6,6,6
21,87,KY,Green County,"Campbellsville, KY",37772,11365,5,6,6,6
21,89,KY,Greenup County,"Huntington-Ashland, WV-KY-OH",370413,35403,3,3,3,3
21,91,KY,Hancock County,,,9021,6,4,4,6
21,93,KY,Hardin County,"Elizabethtown, KY",127025,111862,4,4,4,5
21,95,KY,Harlan County,,,25662,6,6,6,6
21,97,KY,Harrison County,,,19103,6,6,6,6
21,99,KY,Hart County,,,19600,6,6,6,6
21,101,KY,Henderson County,"Henderson, KY",56772,44046,5,3,3,3
21,103,KY,Henry County,"Louisville/Jefferson County, KY-IN",1361946,15771,2,2,2,6
21,105,KY,Hickman County,,,4422,6,6,6,6
21,107,KY,Hopkins County,"Madisonville, KY",44812,44812,5,5,5,5
21,109,KY,Jackson County,,,12973,6,6,6,6
21,111,KY,Jefferson County,"Louisville/Jefferson County, KY-IN",1361946,773399,1,1,1,3
21,113,KY,Jessamine County,"Lexington-Fayette, KY",517916,54254,3,3,3,3
21,115,KY,Johnson County,,,22244,6,6,6,6
21,117,KY,Kenton County,"Cincinnati, OH-KY-IN",2258099,170313,2,2,2,2
21,119,KY,Knott County,,,13874,6,6,6,6
21,121,KY,Knox County,"Corbin, KY",149462,29791,5,5,6,6
21,123,KY,Larue County,"Elizabethtown, KY",127025,15163,4,4,4,6
21,125,KY,Laurel County,"Corbin, KY",149462,62885,5,5,5,6
21,127,KY,Lawrence County,"Huntington-Ashland, WV-KY-OH",370413,16109,3,6,6,6
21,129,KY,Lee County,,,7261,6,6,6,6
21,131,KY,Leslie County,,,10093,6,6,6,6
21,133,KY,Letcher County,,,20893,6,6,6,6
21,135,KY,Lewis County,,,12954,6,6,5,6
21,137,KY,Lincoln County,"Danville, KY",55264,24360,5,5,5,6
21,139,KY,Livingston County,"Paducah, KY-IL",102719,8963,4,5,5,6
21,141,KY,Logan County,,,27877,6,6,6,6
21,143,KY,Lyon County,,,9101,6,6,6,6
21,145,KY,McCracken County,"Paducah, KY-IL",102719,67490,4,5,5,5
21,147,KY,McCreary County,,,16701,6,6,6,6
21,149,KY,McLean County,"Owensboro, KY",112327,9105,4,4,4,6
21,151,KY,Madison County,"Richmond-Berea, KY",125473,95187,5,5,5,3
21,153,KY,Magoffin County,,,11357,6,6,6,6
21,155,KY,Marion County,,,19775,6,6,6,6
21,157,KY,Marshall County,,,31777,6,6,6,6
21,159,KY,Martin County,,,11095,6,6,6,6
21,161,KY,Mason County,,,16930,6,5,5,6
21,163,KY,Meade County,"Louisville/Jefferson County, KY-IN",1361946,30001,2,4,2,5
21,165,KY,Menifee County,"Mount Sterling, KY",47446,6250,5,5,5,6
21,167,KY,Mercer County,,,22902,6,6,6,6
21,169,KY,Metcalfe County,"Glasgow, KY",55224,10370,5,5,5,6
21,171,KY,Monroe County,,,11355,6,6,6,6
21,173,KY,Montgomery County,"Mount Sterling, KY",47446,28367,5,5,5,6
21,175,KY,Morgan County,,,14120,6,6,6,6
21,177,KY,Muhlenberg County,,,30455,6,6,5,6
21,179,KY,Nelson County,"Louisville/Jefferson County, KY-IN",1361946,47392,2,5,2,6
21,181,KY,Nicholas County,,,7805,6,6,6,6
21,183,KY,Ohio County,,,23527,6,6,6,6
21,185,KY,Oldham County,"Louisville/Jefferson County, KY-IN",1361946,69431,2,2,2,3
21,187,KY,Owen County,,,11290,6,6,6,6
21,189,KY,Owsley County,,,3929,6,6,6,6
21,191,KY,Pendleton County,"Cincinnati, OH-KY-IN",2258099,14676,2,2,2,2
21,193,KY,Perry County,,,27361,6,6,6,6
21,195,KY,Pike County,"Pikeville, KY",91264,56286,5,6,6,6
21,197,KY,Powell County,,,13083,6,6,6,6
21,199,KY,Pulaski County,"Somerset, KY",65795,65795,5,5,5,5
21,201,KY,Robertson County,,,2229,6,6,6,6
21,203,KY,Rockcastle County,"Richmond-Berea, KY",125473,16242,5,5,5,6
21,205,KY,Rowan County,,,24388,6,6,6,6
21,207,KY,Russell County,,,18178,6,6,6,6
21,209,KY,Scott County,"Lexington-Fayette, KY",517916,59099,3,3,3,3
21,211,KY,Shelby County,"Louisville/Jefferson County, KY-IN",1361946,48886,2,2,2,6
21,213,KY,Simpson County,"Franklin, KY",19949,19949,5,6,6,6
21,215,KY,Spencer County,"Louisville/Jefferson County, KY-IN",1361946,20204,2,2,2,6
21,217,KY,Taylor County,"Campbellsville, KY",37772,26407,5,5,5,6
21,219,KY,Todd County,,,12404,6,6,6,6
21,221,KY,Trigg County,"Clarksville, TN-KY",336605,14332,3,3,4,6
21,223,KY,Trimble County,,,8539,6,2,2,6
21,225,KY,Union County,,,12961,6,6,6,6
21,227,KY,Warren County,"Bowling Green, KY",185682,139843,4,4,4,5
21,229,KY,Washington County,,,12061,6,6,6,6
21,231,KY,Wayne County,,,19681,6,6,6,6
21,233,KY,Webster County,"Henderson, KY",56772,12726,5,6,3,6
21,235,KY,Whitley County,"Corbin, KY",149462,36873,5,5,5,6
21,237,KY,Wolfe County,,,6400,6,6,6,6
21,239,KY,Woodford County,"Lexington-Fayette, KY",517916,27062,3,3,3,3
22,1,LA,Acadia Parish,"Lafayette, LA",412798,56744,3,3,5,3
22,3,LA,Allen Parish,,,22320,6,6,6,6
22,5,LA,Ascension Parish,"Baton Rouge, LA",873060,130458,3,3,3,3
22,7,LA,Assumption Parish,"Baton Rouge, LA",873060,20604,3,6,5,6
22,9,LA,Avoyelles Parish,,,38751,6,6,6,6
22,11,LA,Beauregard Parish,"DeRidder, LA",36570,36570,5,5,5,6
22,13,LA,Bienville Parish,,,12641,6,6,6,6
22,15,LA,Bossier Parish,"Shreveport-Bossier City, LA",385154,129276,3,3,3,3
22,17,LA,Caddo Parish,"Shreveport-Bossier City, LA",385154,229025,3,3,3,3
22,19,LA,Calcasieu Parish,"Lake Charles, LA",239346,202418,4,4,4,4
22,21,LA,Caldwell Parish,,,9554,6,6,6,6
22,23,LA,Cameron Parish,"Lake Charles, LA",239346,4902,4,4,4,6
22,25,LA,Catahoula Parish,,,8566,6,6,6,6
22,27,LA,Claiborne Parish,,,13744,6,6,6,6
22,29,LA,Concordia Parish,"Natchez, MS-LA",53611,18116,5,5,5,6
22,31,LA,De Soto Parish,"Shreveport-Bossier City, LA",385154,26853,3,3,3,6
22,33,LA,East Baton Rouge Parish,"Baton Rouge, LA",873060,450544,3,3,3,3
22,35,LA,East Carroll Parish,,,6990,6,6,6,6
22,37,LA,East Feliciana Parish,"Baton Rouge, LA",873060,19135,3,3,3,6
22,39,LA,Evangeline Parish,,,31986,6,6,6,6
22,41,LA,Franklin Parish,,,19308,6,6,6,6
22,43,LA,Grant Parish,"Alexandria, LA",149189,22000,4,4,4,6
22,45,LA,Iberia Parish,"New Iberia, LA",68327,68327,5,3,5,5
22,47,LA,Iberville Parish,"Baton Rouge, LA",873060,29506,3,3,3,6
22,49,LA,Jackson Parish,,,14839,6,6,5,6
22,51,LA,Jefferson Parish,"New Orleans-Metairie, LA",972913,425884,3,2,2,2
22,53,LA,Jefferson Davis Parish,"Lake Charles, LA",239346,32026,4,6,5,5
22,55,LA,Lafayette Parish,"Lafayette, LA",412798,247866,3,3,4,3
22,57,LA,Lafourche Parish,"Houma-Bayou Cane-Thibodaux, LA",200656,95870,4,4,4,4
22,59,LA,LaSalle Parish,,,14729,6,6,6,6
22,61,LA,Lincoln Parish,"Ruston, LA",48129,48129,5,5,5,5
22,63,LA,Livingston Parish,"Baton Rouge, LA",873060,148425,3,3,3,3
22,65,LA,Madison Parish,,,9478,6,6,5,6
22,67,LA,Morehouse Parish,"Monroe, LA",222695,24446,4,5,5,5
22,69,LA,Natchitoches Parish,"Natchitoches, LA",36663,36663,5,5,5,5
22,71,LA,Orleans Parish,"New Orleans-Metairie, LA",972913,369749,3,1,1,1
22,73,LA,Ouachita Parish,"Monroe, LA",222695,157702,4,4,4,4
22,75,LA,Plaquemines Parish,"New Orleans-Metairie, LA",972913,22516,3,2,2,2
22,77,LA,Pointe Coupee Parish,"Baton Rouge, LA",873060,20151,3,3,3,6
22,79,LA,Rapides Parish,"Alexandria, LA",149189,127189,4,4,4,4
22,81,LA,Red River Parish,,,7420,6,6,6,6
22,83,LA,Richland Parish,"Monroe, LA",222695,19826,4,6,6,6
22,85,LA,Sabine Parish,,,21985,6,6,6,6
22,87,LA,St. Bernard Parish,"New Orleans-Metairie, LA",972913,44479,3,2,2,2
22,89,LA,St. Charles Parish,"New Orleans-Metairie, LA",972913,50998,3,2,2,2
22,91,LA,St. Helena Parish,"Baton Rouge, LA",873060,10822,3,3,3,6
22,93,LA,St. James Parish,"New Orleans-Metairie, LA",972913,19423,3,2,6,2
22,95,LA,St. John the Baptist Parish,"New Orleans-Metairie, LA",972913,39864,3,2,2,2
22,97,LA,St. Landry Parish,"Opelousas, LA",81773,81773,5,5,5,3
22,99,LA,St. Martin Parish,"Lafayette, LA",412798,51236,3,3,4,3
22,101,LA,St. Mary Parish,"Morgan City, LA",47789,47789,5,5,5,5
22,103,LA,St. Tammany Parish,"Slidell-Mandeville-Covington, LA",273263,273263,3,2,2,2
22,105,LA,Tangipahoa Parish,"Hammond, LA",137048,137048,4,4,5,5
22,107,LA,Tensas Parish,,,3846,6,6,6,6
22,109,LA,Terrebonne Parish,"Houma-Bayou Cane-Thibodaux, LA",200656,104786,4,4,4,4
22,111,LA,Union Parish,"Monroe, LA",222695,20721,4,4,4,6
22,113,LA,Vermilion Parish,"Lafayette, LA",412798,56952,3,3,5,5
22,115,LA,Vernon Parish,,,47247,6,5,5,5
22,117,LA,Washington Parish,"Bogalusa, LA",45025,45025,5,5,5,5
22,119,LA,Webster Parish,"Minden, LA",35643,35643,5,3,5,3
22,121,LA,West Baton Rouge Parish,"Baton Rouge, LA",873060,28034,3,3,3,3
22,123,LA,West Carroll Parish,,,9475,6,6,6,6
22,125,LA,West Feliciana Parish,"Baton Rouge, LA",873060,15381,3,3,3,6
22,127,LA,Winn Parish,,,13205,6,6,6,6
23,1,ME,Androscoggin County,"Lewiston-Auburn, ME",113023,113023,4,4,4,4
23,3,ME,Aroostook County,,,67255,6,6,6,5
23,5,ME,Cumberland County,"Portland-South Portland, ME",561576,307451,3,3,3,4
23,7,ME,Franklin County,,,30474,6,6,6,6
23,9,ME,Hancock County,,,56701,6,6,6,6
23,11,ME,Kennebec County,"Augusta-Waterville, ME",125540,125540,5,5,5,5
23,13,ME,Knox County,,,41164,6,6,5,6
23,15,ME,Lincoln County,,,36215,6,6,6,6
23,17,ME,Oxford County,,,59495,6,6,6,6
23,19,ME,Penobscot County,"Bangor, ME",153704,153704,4,4,4,4
23,21,ME,Piscataquis County,,,17417,6,6,6,6
23,23,ME,Sagadahoc County,"Portland-South Portland, ME",561576,37393,3,3,3,6
23,25,ME,Somerset County,,,51098,6,6,6,6
23,27,ME,Waldo County,,,40241,6,6,6,6
23,29,ME,Washington County,,,31437,6,6,6,6
23,31,ME,York County,"Portland-South Portland, ME",561576,216732,3,3,3,5
24,1,MD,Allegany County,"Cumberland, MD-WV",94122,67267,5,4,4,4
24,3,MD,Anne Arundel County,"Baltimore-Columbia-Towson, MD",2835672,593286,2,2,2,2
24,5,MD,Baltimore County,"Baltimore-Columbia-Towson, MD",2835672,846161,2,2,2,2
24,9,MD,Calvert County,"Lexington Park, MD",209450,94573,4,2,2,2
24,11,MD,Caroline County,,,33433,6,6,6,6
24,13,MD,Carroll County,"Baltimore-Columbia-Towson, MD",2835672,175305,2,2,2,2
24,15,MD,Cecil County,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6241164,104942,2,2,2,3
24,17,MD,Charles County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",6265183,170102,2,2,2,2
24,19,MD,Dorchester County,"Cambridge, MD",32726,32726,5,5,5,5
24,21,MD,Frederick County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",6265183,287079,2,2,2,2
24,23,MD,Garrett County,,,28579,6,6,6,6
24,25,MD,Harford County,"Baltimore-Columbia-Towson, MD",2835672,263867,2,2,2,2
24,27,MD,Howard County,"Baltimore-Columbia-Towson, MD",2835672,335411,2,2,2,2
24,29,MD,Kent County,,,19320,6,6,6,6
